isolieren, isoliert, isolierte, hat isoliert	isolate	isolieren				Wenn Sie Ihre Wohnung gut isolieren, können Sie Energie sparen.	If you insulate your apartment well, you can save energy.				
ja	yes	ja				Sind Sie verheiratet? - Ja.	Are you married? - Yes.	Hallo? - Ja, bitte? Wer spricht denn da?	Hello? - Yes, please? Who speaks there?	Denk bitte daran, die Tür abzuschließen. - Ja, ja, mach´ ich.	Please remember to lock the door. - Yes, yes, I do.
die Jacke, -n	jacket	Jacke	die			Zieh dir eine Jacke an. Es ist kalt.	Put on a jacket. It is cold.				
die Jahreskarte, -n	annual pass	Jahreskarte	die			Ich habe für die Fahrt zur Arbeit eine Jahreskarte.	I have an annual pass for the trip to work.				
der Jazz (Sg.)	jazz	Jazz	der			Mein Freund hört vor allem Jazz.	My friend mainly listens to jazz.				
je	ever, each, every	je				Die Pullover kosten je nach Qualität zwischen 40 und 60 Euro.	Depending on the quality, the sweaters cost between 40 and 60 euros.	Fahren Sie im Juni oder im Juli? - Je nachdem, wann mein Mann Urlaub bekommt.	Do you drive in June or in July? - Depending on when my husband gets a vacation.		
je ... desto ...	the ... the	je desto				Je länger ich Deutsch lerne, desto besser kann ich verstehen.	The longer I learn German, the better I can understand.				
die Jeans (Pl.)	jeans	Jeans	die			Nicht nur junge Leute tragen Jeans.	Not only young people wear jeans.	Ich habe meine Jeans gerade gewaschen.	I just washed my jeans.		
jeder, jedes, jede	every	jeder				Das Restaurant hat jeden Tag geöffnet.	The restaurant is open every day.	Jedes Kind bekommt ein Spiel.	Every child gets a game.	Die Prospekte bekommen Sie in jedem Reisebüro.	The brochures are available in every travel agency.
jederzeit	at any time	jederzeit				Sie können mich jederzeit anrufen.	You can call me anytime.				
jedes Mal	every time	jedes Mal				Inge erzählt die Geschichte jedes Mal anders.	Inge tells the story differently every time.				
jemals	ever	jemals				Hast du jemals von dem Problem gehört? - Nein, nie.	Have you ever heard of the problem? - No never.				
jemand	someone	jemand				Hat jemand einen Kuli für mich?	Does anyone have a pen for me?	Kennst du jemand, der mir ein Fahrrad leihen kann?	Do you know someone who can lend me a bike?		
jetzt	now	jetzt				Ich muss jetzt gehen.	I have to go now.	Bis jetzt hat alles gut geklappt.	Everything has gone well so far.	Ab jetzt werde ich wieder öfter ins Fitness-Studio gehen.	From now on I will go to the gym more often.
jeweils	each time	jeweils				Der Kurs findet jeweils montags und donnerstags um 18 Uhr statt.	The course takes place on Mondays and Thursdays at 6 pm.				
jobben, jobbt, jobbte, hat gejobbt	to work, have a job	jobben				Viele Schüler und Studenten jobben in den Ferien.	Many students work during the holidays.				
der Job, -s	job	Job	der			Ich suche einen neuen Job.	I am looking for a new job.				
joggen, joggt, joggte, ist gejoggt	to jog	joggen				Wir gehen dreimal pro Woche joggen.	We go jogging three times a week.				
der Journalist, -en	journalist	Journalist	der			Mein Sohn will Journalist werden.	My son wants to be a journalist.				
die Jugend (Sg.)	youth	Jugend	die			In meiner Jugend habe ich mich sehr für Musik interessiert.	In my youth I was very interested in music.				
"das Jugendamt, -""er"	youth welfare office	Jugendamt	das			Nächste Woche habe ich einen Termin beim Jugendamt.	Next week I have an appointment with the youth welfare office.				
der Jugendliche, -n	young person, teenager	Jugendliche	der			Viele Jugendliche gehen gerne in die Disko.	Many teenagers like to go to the disco.	Der Eintritt ist für Kinder und Jugendliche bis 16 Jahre frei.	Admission is free for children and adolescents up to 16 years.		
jung	young	jung				Für diesen Film bist du noch zu jung.	You are still too young for this movie.	Meine Mutter ist jung geblieben.	My mother stayed young.	Claudia ist 21. - Was? Noch so jung?	Claudia is 21. - What? Still so young?
der Junge, -n	boy	Junge	der			In der Klasse sind 15 Jungen und 10 Mädchen.	There are 15 boys and 10 girls in the class.	Wir haben einen Jungen.	We have a boy.		
die Kabine, -n	cabin, cubicle	Kabine	die			Gehen Sie bitte in Kabine 3.	Please go to cabin 3.				
der Kaffee, -s	coffee	Kaffee	der			Bring bitte noch eine Packung Kaffee mit.	Please bring a pack of coffee with you.	Zum Frühstück trinke ich gerne Kaffee.	I like to drink coffee for breakfast.	Wir sind bei Müllers zum Kaffee eingeladen.	We are invited to have coffee at Müllers.
der Kalender, -	calendar	Kalender	der			Ich habe den Termin in meinem Kalender notiert.	I have noted the appointment in my calendar.	Haben Sie am Montag Zeit? - Moment. Ich muss erst in meinem Terminkalender nachschauen.	Do you have time on Monday? - moment. I have to look in my diary first.		
kalt	cold	kalt				Es ist kalt heute.	"It's cold today."	Du hast ja ganz kalte Hände.	You have very cold hands.	Das Mittagessen ist kalt geworden.	The lunch got cold.
die Kälte (Sg.)	coldness, cold (weather)	Kälte	die			Bei dieser Kälte fahre ich nicht mit dem Fahrrad.	In this cold, I do not ride a bike.				
die Kamera, -s	camera	Kamera	die			Ich habe eine ganz neue Kamera.	I have a brand new camera.	Ich brauche noch einen Film für meine Kamera.	I need a movie for my camera.		
kämpfen, kämpft, kämpfte, hat gekämpft	to fight	kämpfen				Die Gewerkschaften kämpfen für höhere Löhne.	The unions are fighting for higher wages.				
"der Kampf, -""e"	struggle, fight	Kampf	der			Im Schulbus gibt es immer einen Kampf um die Sitzplätze.	There is always a fight for seats in the school bus.				
"der Kanal, -""e"	canal	Kanal	der			Mit Kabel bekommen Sie über 30 Fernsehkanäle.	With cable you get over 30 TV channels.				
die Kanne, -n	pot	Kanne	die			Das ist aber eine schöne Teekanne. - Ja, die ist aus China.	"But that's a nice teapot. - Yes, she is from China."	Bitte einen Kaffee! - Eine Tasse oder ein Kännchen?	Please have a coffee! - A cup or a jug?		
die Kantine, -n	canteen&nbsp;	Kantine	die			In unserer Kantine kann man günstig essen.	In our canteen you can eat cheap.				
das Kapitel, -	chapter	Kapitel	das			Die Lehrerin hat gesagt, wir sollen zwei Kapitel im Buch wiederholen.	The teacher said we should repeat two chapters in the book.				
kaputt	broken	kaputt				Unsere Waschmaschine ist kaputt.	Our washing machine is broken.	Ich bin noch ganz kaputt von der Reise.	"I'm still completely broke from the journey."		
kaputtgehen	to get broken	kaputtgehen				Pass bitte mit diesem Glas auf.	Please take care with this glass.	Es geht leicht kaputt.	"It's easy to break."	Der Fernseher ist gestern kaputtgegangen.	The TV broke yesterday.
kaputtmachen	to break	kaputtmachen				Wer hat die Lampe kaputtgemacht?	Who broke the lamp?				
die Karriere, -n	career	Karriere	die			Mein Bruder hat große Pläne.	My brother has big plans.	Er will Karriere machen.	He wants to make a career.		
die Karte, -n	card, menu, ticket, map	Karte	die			Schreibst du mir eine Karte aus dem Urlaub?	Are you writing me a holiday card?	Diese Karte gilt nur für die 2. Klasse.	This card is only valid for 2nd class.	Hast du schon die Karten für das Konzert abgeholt?	Have you already picked up the tickets for the concert?
die Kartoffel, -n	potato	Kartoffel	die			Kann ich bitte noch Kartoffeln bekommen?	Can I still get some potatoes?				
der Käse, -	cheese	Käse	der			Möchtest du Käse aufs Brot?	Do you want cheese on the bread?				
die Kasse, -n	till, cash register	Kasse	die			Zahlen Sie bitte an der Kasse.	Please pay at the cash register.				
"der Kasten, -"""	case, box, crate	Kasten	der			Bitte bring einen Kasten Mineralwasser mit.	Please bring a box of mineral water.				
der Katalog, -e	catalogue	Katalog	der			Ich habe mir ein Kleid aus dem Katalog bestellt.	I ordered a dress from the catalog.				
die Katastrophe, -n	catastrophe	Katastrophe	die			Der Urlaub war eine Katastrophe. Es hat nur geregnet.	The holiday was a disaster. It only rained.				
die Katze, -n	cat	Katze	die			Meine Tochter wünscht sich eine Katze.	My daughter wishes for a cat.				
(sich etwas) kaufen, kauft, kaufte, hat gekauft	to buy	kaufen				Im Supermarkt kauft man sehr günstig.	In the supermarket you buy very cheap.	Ich habe mir einen Pullover gekauft.	I bought a sweater.		
"der Kauf, -""e"	The buy	Kauf	der			Der neue Esstisch war ein guter Kauf.	The new dining table was a good buy.				
der Käufer, -	buyer	Käufer	der			Ich habe schon einen Käufer für den alten Tisch.	I already have a buyer for the old table.				
"das Kaufhaus, -""er"	department store, shopping center	Kaufhaus	das			Im Kaufhaus können Sie fast alles kaufen.	In the department store you can buy almost everything.				
kaum	hardly, scarcely	kaum				Ich kann Sie kaum verstehen. Bitte sprechen Sie lauter.	I can barely understand you. Please speak louder.	Es hat letzte Woche kaum geregnet.	It hardly rained last week.	Die Fahrt hat nicht lange gedauert. Kaum 20 Minuten.	The journey did not take long. Hardly 20 minutes.
kein	no, not	kein				Ich habe leider heute keine Zeit.	Unfortunately, I have no time today.	Jetzt habe ich noch keinen Hunger.	"I'm not hungry yet."	Ich habe keine Kinder.	I have no kids.
der Keller, -	cellar	Keller	der			Unser Keller ist nicht besonders groß.	Our cellar is not very big.				
der Kellner, -	waiter	Kellner	der			Ich bin Kellner von Beruf.	I am a waiter by profession.				
kennen, kennt, kannte, hat gekannt	to know	kennen				Kennen Sie hier in der Nähe ein gemütliches Café?	Do you know a cozy café nearby?	Kennen Sie diese Frau? - Nein, leider nicht.	Do you know this woman? - No, unfortunately not.	Kennen Sie Berlin? - Ja, eine tolle Stadt.	Do you know Berlin? - Yes, a great city.
die Kenntnisse (Pl.)	knowledge	Kenntnisse	die			In vielen Berufen braucht man heute Sprachkenntnisse.	In many occupations today one needs language skills.	Ich möchte meine Deutschkenntnisse verbessern.	I would like to improve my German language skills.		
kennenlernen, lernt kennen, lernte kennen, hat kennengelernt	to get to know, meet	kennenlernen				Wo habt ihr euch kennengelernt?	Where did you meet?	Ich möchte gern reisen und andere Länder kennenlernen.	I would like to travel and get to know other countries.		
das Kennzeichen, -	number plate	Kennzeichen	das			Welches Kennzeichen hat Ihr Auto?	Which license plate does your car have?				
die Kerze, -n	candle	Kerze	die			Für den Geburtstagstisch brauchen wir viele Blumen und Kerzen.	For the birthday table we need many flowers and candles.				
die Kette, -n	chain	Kette	die			Ich habe zum Geburtstag eine goldene Kette bekommen.	I got a golden chain for my birthday.				
das Kind, -er	child	Kind	das			Mein Bruder hat zwei Kinder.	My brother has two children.	Wir haben ein Kind bekommen.	We got a child.	Die Kinder spielen Fußball.	The kids play football.
"der Kindergarten, -"""	Nursery school	Kindergarten	der			Morgens bringe ich den Jungen in den Kindergarten.	In the morning I bring the boy to kindergarten.				
der Kinderwagen, -	stroller	Kinderwagen	der			Sven und Iris brauchen für das Baby einen Kinderwagen.	Sven and Iris need a stroller for the baby.				
die Kindheit, -en	childhood	Kindheit	die			In meiner Kindheit war ich oft auf dem Land bei meinen Großeltern.	In my childhood, I was often out in the country with my grandparents.				
die Kindertagesstätte, -s	day care center	Kindertagesstätte	die			Ich bringe vormittags mein Kind in die Kindertagesstätte, weil ich bis 13 Uhr arbeiten muss.	"I bring my child to the daycare in the morning because I have to work until 1 o'clock."				
das Kino, -s	cinema	Kino	das			Wollen wir ins Kino gehen?	Do we want to go to the cinema?	Was gibt es denn heute im Kino?	What is there in the cinema today?		
der Kiosk, -e	kiosk	Kiosk	der			Zeitungen bekommst du am Kiosk.	Newspapers are available at the kiosk.				
die Kirche, -n	church	Kirche	die			Diese Kirche ist aus dem 12. Jahrhundert.	This church is from the 12th century.				
das Kissen, -	pillow	Kissen	das			Ohne Kopfkissen kann ich nicht schlafen.	I can not sleep without pillows.				
klappen, klappt, klappte, hat geklappt	to work (well)	klappen				Wie war die Reise? - Gut. Es hat alles prima geklappt.	How was the trip? - Good. Everything went very well.				
klar	clear	klar				Sie müssen noch mehr Deutsch lernen. - Ja, das ist mir klar.	You have to learn more German. - Yeah, I know that.	Kommst du mit? - Klar!	Are you coming with me? - Clear!	Ich komme zu deinem Geburtstag, das ist doch klar.	"I'm coming for your birthday, that's clear."
klären, klärt, klärte, hat geklärt	to clarrify	klären				Ich hoffe, wir können dieses Problem bald klären.	I hope we can solve this problem soon.				
die Klasse, -n	class	Klasse	die			In unserer Klasse sind insgesamt 24 Schüler und Schülerinnen.	There are a total of 24 students in our class.	Im Herbst kommt meine Tochter in die siebte Klasse.	In autumn, my daughter is in seventh grade.	Haben Sie den Führerschein Klasse zwei?	Do you have the driving license class two?
die Klassenarbeit, -en	classwork	Klassenarbeit	die			Meine Tochter schreibt heute eine Klassenarbeit.	My daughter is writing a class today.				
klasse	class, great	klasse				Ich finde unseren Lehrer klasse.	I think our teacher is great.				
das Klavier, -e	piano	Klavier	das			Meine Tochter möchte Klavier spielen lernen.	My daughter wants to learn to play the piano.				
kleben, klebt, klebte, hat geklebt	to stick	kleben				Die Briefmarke klebt nicht mehr.	The stamp does not stick anymore.				
das Kleid, -er	dress	Kleid	das			Ich habe mir ein neues Kleid gekauft.	I bought a new dress.				
die Kleidung (Pl.)	clothers	Kleidung	die			Hier brauchen Sie auch im Sommer warme Kleidung.	Here you also need warm clothes in summer.	Wo finde ich Damenkleidung? - Im ersten Stock.	Where can I find ladies clothes? - On the first floor.		
klein	small	klein				Unsere Wohnung ist klein.	Our apartment is small.	Wir machen am Sonntag einen kleinen Ausflug.	We make a little trip on Sunday.		
klicken, klickt, klickte, hat geklickt	to click	klicken				Wenn du die Datei öffnen willst, musst du mit der Maus zweimal klicken.	If you want to open the file, you have to click twice with the mouse.	Du musst das Bild anklicken. - Dann wird es größer.	You have to click the picture. - Then it gets bigger.		
der Klick, - s	click	Klick	der			Ein Doppelklick mit der linken Maustaste.	Double-click with the left mouse button.				
das Klima, -ta/-te/-s	climate	Klima	das			Alle sagen, dass sich das Klima ändert.	Everyone says the climate is changing.				
die Klimaanlage, -n	air conditioner	Klimaanlage	die			Im Sommer brauchen wir eine Klimaanlage.	In the summer we need air conditioning.				
klingeln, klingelt, klingelte, hat geklingelt	to ring	klingeln				Ich glaube, es hat an der Tür geklingelt.	I think it rang the doorbell.				
die Klingel, -n	door bell	Klingel	die			Drück bitte auf die Klingel!	Please press the bell!				
klingen, klingt, klang, hat geklungen	sound	klingen				Wollen wir einkaufen gehen und danach zusammen kochen? - Ja, das klingt gut.	Do we want to go shopping and cook together afterwards? - Yes, that sounds good.				
die Klinik, -en	clinic	Klinik	die			Ich muss in die Klinik, um meinen kranken Onkel zu besuchen.	I have to go to the clinic to visit my sick uncle.				
klopfen, klopft, klopfte, hat geklopft	to knock	klopfen				Da klopft jemand ans Fenster.	"There's someone knocking on the window."	Hat es nicht eben geklopft?	Did not it knock?	Bitte klopfen Sie an.	Please tap.
"der Kloß, -""e"	dumpling	Kloß	der			Möchten Sie zum Fleisch Kartoffeln oder Klöße? - Klöße, bitte.	Do you want potatoes or dumplings with meat? - Dumplings, please.				
knapp	tight, scarce, short, just	knapp				Mach schnell. Die Zeit ist knapp.	Make it quick. Time is short.	Unser Geld wird knapp. Wir müssen sparen.	Our money is getting short. We have to save.	Die Fahrt war kurz. Nur knapp eine Stunde.	The ride was short. Just under an hour.
die Kneipe, -n	pub	Kneipe	die			Kommst du mit in die Kneipe ein Bier trinken?	Will you come to the pub to have a beer?				
das Knie, -	knee	Knie	das			Ich habe mich am Knie verletzt. Jetzt kann ich nicht laufen.	I injured my knee. I can not walk now.				
der Knochen, -	bones	Knochen	der			Ich bin hingefallen. Jetzt tun mir alle Knochen weh.	I fell. Now all my bones hurt.				
"der Knopf, -""e"	button	Knopf	der			An meiner Jacke fehlt ein Knopf.	My jacket is missing a button.	Der Fahrstuhl kommt nicht. - Sie müssen auf den Knopf drücken.	The elevator is not coming. - You have to press the button.		
"der Koch, -""e"	cook	Koch	der			Ein Freund von mir ist Koch.	A friend of mine is a cook.				
kochen, kocht, kochte, hat gekocht	to cook	kochen				Ich koche gern.	I like cooking.	Das Wasser kocht.	The water is boiling.	Der Reis muss etwa 20 Minuten kochen.	The rice has to cook for about 20 minutes.
der Koffer, -	suitcase	Koffer	der			Ich habe den Koffer schon gepackt.	I have already packed the suitcase.	Stellen Sie den Koffer auf das Band.	Put the suitcase on the tape.		
"der Kofferraum, -""e"	trunk	Kofferraum	der			Die Tasche geht nicht mehr in den Kofferraum.	The bag is no longer in the trunk.				
der Kollege, -n	colleague	Kollege	der			Ich habe guten Kontakt zu meinen Kollegen.	I have good contact with my colleagues.	Mein neuer Kollege ist sehr nett.	My new colleague is very nice.		
komisch	strange, funny, odd	komisch				Das Essen schmeckt komisch. Probier mal.	The food tastes funny. Try it.	Der Film war sehr komisch. Wir haben viel gelacht.	The movie was very funny. We laughed a lot.	Eine grüne Hose und gelbe Schuhe? Das sieht komisch aus.	A green pants and yellow shoes? That looks weird.
kommen, kommt, kam, ist gekommen	to come	kommen				Woher kommen Sie? - Aus Frankreich.	Where are you from? - From France.	Wir gehen heute Abend ins Konzert. Kommen Sie auch?	"We're going to the concert tonight. Do you come too?"	Kommen Sie doch mal wieder zu uns.	Come back to us.
die Kommunikation, -en	communication	Kommunikation	die			Die Kommunikation zwischen den Abteilungen ist gut.	The communication between the departments is good.				
komplett	completely	komplett				Ich habe den Termin komplett vergessen.	I completely forgot the appointment.	Die Wohnung ist jetzt komplett eingerichtet.	The apartment is now fully furnished.		
kompliziert	complicated	kompliziert				Die deutsche Sprache finde ich sehr kompliziert.	I find <u>the German language</u> very complicated.				
der Kompromiss, -e	compromise	Kompromiss	der			Alle wollen etwas anderes. Wir müssen einen Kompromiss finden.	Everyone wants something different. We have to find a compromise.				
der König, -e	king	König	der			Der spanische König ist in Deutschland zu Besuch.	The Spanish king is visiting Germany.				
die Konkurrenz, -en	competition	Konkurrenz	die			Die Reparatur ist mir hier zu teuer.	The repair is too expensive for me here.	Bei der Konkurrenz bekomme ich sie für die Hälfte.	In the competition I get them for half.	Es ist schwer, ein Geschäft aufzumachen. Die Konkurrenz ist groß.	"It's hard to start a business. The competition is big."
können, kann, konnte, hat gekonnt/...können	to be able to	können				Ich kann den schweren Koffer nicht tragen.	I can not carry the heavy suitcase.	Sie können mit dem Bus zum Bahnhof fahren.	You can take the bus to the train station.	Kann ich jetzt nach Hause gehen?	Can I go home now?
das Konsulat, -e	consulate	Konsulat	das			Ein Visum bekommst du auch im Konsulat.	You can also get a visa at the consulate.				
der Kontakt, -e	contact	Kontakt	der			Ich habe wenig Kontakt zu meinen Kollegen.	I have little contact with my colleagues.				
das Konto, die Konten	account	Konto	das			Ich möchte ein Konto eröffnen.	I would like to open an account.	Das Geld überweisen wir am ersten März auf Ihr Konto.	The money will be transferred to your account on the first of March.		
das Girokonto, -en	current account	Girokonto	das			Mein Girokonto kostet gar nichts.	My checking account costs nothing.				
kontrollieren	to control	kontrollieren				Beim Auto müssen Sie regelmäßig das Öl kontrollieren.	With the car you must check the oil regularly.				
die Kontrolle, -n	control	Kontrolle	die			An den Grenzen gibt es kaum noch Kontrollen.	At the borders there are hardly any controls.	Fahrkartenkontrolle! Bitte Ihre Fahrkarten!	Ticket inspection! Please your tickets!		
konzentrieren, konzentriert, konzentrierte, hat konzentriert	to concentrate	konzentrieren				Bitte stör mich jetzt nicht. Ich muss mich auf meine Arbeit konzentrieren.	Please do not disturb me now. I have to concentrate on my work.				
das Konzert, -e	concert	Konzert	das			Für das Konzert am Sonntag gibt es noch Karten.	There are still tickets for the concert on Sunday.	Das Konzert war sehr gut.	The concert was very good.		
"der Kopf, -""e"	head	Kopf	der			Hans kann gut im Kopf rechnen.	Hans can count on it.	Ich habe Kopfschmerzen.	I have a headache.		
kopieren	to copy	kopieren				Kann ich mir diesen Artikel kopieren?	Can I copy this article?	Ich kopiere dir die Datei auf die Speicherkarte.	I copy the file to the memory card.	Ich kann dir die CD kopieren.	I can copy the CD for you.
die Kopie, -n	copy	Kopie	die			Machst du mir bitte eine Kopie?	Will you make a copy please?				
der Körper, -	body	Körper	der			Der Arzt sagt, ich muss etwas für meinen Körper tun, z. B. schwimmen oder Fahrrad fahren.	The doctor says I have to do something for my body. B. swimming or riding a bicycle.				
körperlich	physical	körperlich				Körperliche Arbeit macht mir nichts aus.	Physical work does not bother me.				
korrekt	correct	korrekt				Ich habe die Rechnung geprüft. Alles ist korrekt.	I checked the bill. Everything is correct.				
korrigieren, korrigiert, korrigierte, hat korrigiert	to correct	korrigieren				Können Sie bitte meinen Brief korrigieren.	Can you please correct my letter.	Der Lehrer hat meine Fehler korrigiert.	The teacher has corrected my mistakes.		
die Kosmetik (Sg.)	cosmetics	Kosmetik	die			Die Kosmetikabteilung ist im Erdgeschoss.	The cosmetics department is on the ground floor.				
kosten, kostet, kostete, hat gekostet	to cost, taste	kosten (2)				Wie viel kostet das T- Shirt? - 15 Euro.	How much is this t-shirt? - 15 euro.	Eine Sprache zu lernen kostet viel Zeit.	Learning a language takes a lot of time.		
die Kosten (Pl.)	costs	Kosten	die			Die Kosten für die Zahnbehandlung zahlt die Krankenkasse.	The cost of dental treatment is paid by the health insurance.				
kostenlos	free (not frei)	kostenlos				Diese Zeitschrift kostet nichts. Sie ist kostenlos.	This magazine costs nothing. It is free.				
das Kostüm, -e	costume, suit	Kostüm	das			Meine Frau trägt gerne Kostüme.	My wife likes to wear costumes.	In dem Film tragen die Leute bunte Kostüme.	In the movie, people wear colorful costumes.		
"die Kraft, -""e"	strength	Kraft	die			Für diese Arbeit braucht man viel Kraft.	You need a lot of power for this work.				
kräftig	strong	kräftig				Mein Sohn ist kräftig. Er macht viel Sport und isst viel.	My son is strong. He does a lot of sports and eats a lot.	Die Suppe musst du kräftig würzen.	You must spice up the soup vigorously.		
das Kraftfahrzeug, -e	motor vehicle	Kraftfahrzeug	das			Mein Bruder ist KFZ- Mechaniker.	My brother is a car mechanic.				
krank	ill	krank				Ich war zwei Wochen krank.	I was ill for two weeks.	Ich muss mich um meine kranke Großmutter kümmern.	I have to take care of my sick grandmother.		
krankschreiben, schreibt krank, schrieb krank, hat krankgeschrieben	sick leave	krankschreiben				Der Arzt hat mich krankgeschrieben.	The doctor wrote me off sick.	Ich lasse mich morgen krank schreiben.	"I'll get sick tomorrow."		
krankmelden, meldet krank, meldete krank, hat krankgemeldet	report sick	krankmelden				Er hat sich für heute krankgemeldet.	He has been sick for today.	Ich melde meinen Mann krank. Er liegt im Krankenhaus.	I report my husband ill. He is in the hospital.		
der Kranke, -n	sick-person, invalid	Kranke	der			Kranke brauchen viel Ruhe.	Sick people need a lot of rest.				
"das Krankenhaus, -""er"	hospital	Krankenhaus	das			Mein Onkel musste ins Krankenhaus.	My uncle had to go to the hospital.				
die Krankenkasse, -n	health insurance	Krankenkasse	die			Bei welcher Krankenkasse sind Sie versichert?	At which company are you medically insured?				
der Krankenpfleger, -	male nurse	Krankenpfleger	der			Mein Bruder arbeitet als Krankenpfleger im Krankenhaus.	My brother works as a nurse in the hospital.				
die Krankenschwester, -n	female nurse	Krankenschwester	die			Meine Cousine möchte gern Krankenschwester werden.	My cousin wants to become a nurse.				
der Krankenwagen, -	ambulance	Krankenwagen	der			Wir müssen einen Krankenwagen rufen.	We have to call an ambulance.				
die Krankheit, -en	illness	Krankheit	die			Gegen welche Krankheiten sollte ich mich impfen lassen?	Which diseases should I get vaccinated against?	Was für eine Krankheit hat Herr Brandl?	What kind of illness does Mr. Brandl have?		
der Kredit, -e	credit, loan	Kredit	der			Ich habe den Wagen auf Kredit gekauft.	I bought the car on credit.	Wir haben von der Bank einen Kredit bekommen.	We got a loan from the bank.		
die Kreditkarte, -n	credit card	Kreditkarte	die			Kann ich mit Kreditkarte zahlen?	Can I pay by credit card?				
der Kreis, -e	circle	Kreis	der			Die Kinder sitzen im Kindergarten im Kreis.	The children are sitting in the kindergarten in a circle.	Unser Ort gehört zum Kreis Frankfurt.	Our place belongs to the district of Frankfurt.	Bitte malt jetzt alle einen Kreis in euer Heft.	Please now draw a circle in your notebook.
das Kreuz, -e	cross	Kreuz	das			Was bedeutet dieses Kreuz hier?	What does this cross mean here?				
die Kreuzung, -en	crossing, junction	Kreuzung	die			Fahren Sie an der nächsten Kreuzung rechts.	At the next intersection, turn right.				
kriegen, kriegt, kriegte, hat gekriegt	to get, receive	kriegen				Haben Sie meinen Brief gekriegt?	Did you get my letter?	Ich kriege jeden Tag eine Spritze.	I get an injection every day.		
der Krimi, -s	thriller, crime film or TV programme	Krimi	der			Heute Abend kommt ein spannender Krimi im Fernsehen.	Tonight comes an exciting thriller on TV.				
kritisieren	to criticise	kritisieren				Kritisier mich nicht so oft.	Do not criticize me so often.				
die Kritik, -en	criticism	Kritik	die			Es gibt viel Kritik an der Politik der Regierung.	"There is much criticism of the government's policy."	Dieser Film hat sehr gute Kritiken bekommen.	This movie has received very good reviews.		
kritisch	critical	kritisch				Es gab eine Diskussion über die Lebensmittelpreise. Ein Journalist hat kritische Fragen gestellt.	There was a discussion about food prices. A journalist asked critical questions.				
die Küche, -n	kitchen	Küche	die			Ich suche eine Wohnung mit 3 Zimmern, Küche und Bad.	"I'm looking for an apartment with 3 rooms, kitchen and bathroom."	Ich mag die deutsche Küche.	I like the german food.		
der Kuchen, -	cake	Kuchen	der			Ich habe einen Kuchen gebacken.	I baked a cake.				
der Kugelschreiber, -	ball-point pen, biro	Kugelschreiber	der			Mein Kugelschreiber ist weg.	My pen is gone.				
der Kuli, -s	Biro	Kuli	der			Hast du einen Kuli für mich?	Do you have a pen for me?				
"die Kuh, -""e"	cow	Kuh	die			Mein Großvater hatte noch Schafe und Kühe.	My grandfather still had sheep and cows.				
kühl	cool	kühl				Es ist kühl draußen. Zieh dir eine Jacke an.	"It's cool outside. Put on a jacket."				
"der Kühlschrank, -""e"	fridge	Kühlschrank	der			Stell die Milch in den Kühlschrank!	Put the milk in the fridge!				
die Kultur, -en	culture	Kultur	die			Ich interessiere mich für andere Länder und Kulturen.	I am interested in other countries and cultures.				
kulturell	cultural	kulturell				Es gibt große kulturelle Unterschiede zwischen den Ländern.	There are big cultural differences between the countries.				
kümmern, kümmert, kümmerte, hat gekümmert	to look after	kümmern				Ich kann nicht arbeiten. Ich muss mich um die Kinder kümmern.	I cant work. I have to take care of the children.	Ich habe keine Zeit. Ich muss mich um das Essen kümmern.	I have no time. I have to take care of the food.		
der Kunde, -n	customer	Kunde	der			Herr Sommer ist schon lange bei mir Kunde. Ich habe ihm einen Sonderpreis gegeben.	Mr. Sommer has been a customer of mine for a long time. I gave him a special prize.	Einen Augenblick, bitte. Ich habe eine Kundin.	Just a moment please. I have a customer.		
kündigen, kündigt, kündigte, hat gekündigt	"to give one's notice"	kündigen				Ich war mit meiner Stelle nicht zufrieden und habe gekündigt.	I was not satisfied with my job and quit.	Hast du deine Wohnung schon gekündigt?	Have you already quit your apartment?	Ich möchte die Zeitschrift nicht mehr. - Dann musst du schriftlich kündigen.	I do not want the magazine anymore. - Then you have to cancel in writing.
die Kündigung, -en	notice	Kündigung	die			Ich habe die Kündigung bekommen. Jetzt bin ich arbeitslos.	I got the notice. Now I am unemployed.				
"die Kunst, -""e"	art	Kunst	die			Ich verstehe nichts von moderner Kunst.	I do not understand modern art.				
der Künstler, -	artist	Künstler	der			In diesem Stadtteil wohnen viele Künstler. Neben uns wohnt ein Musiker.	Many artists live in this district. Next to us lives a musician.				
künstlich	artificial	künstlich				Ich mag kein künstliches Licht.	I do not like artificial light.				
der Kunststoff, -e	artificial material	Kunststoff	der			Der Stuhl ist aus Kunststoff.	The chair is made of plastic.				
der Kurs, -e	course	Kurs	der			Ich besuche regelmäßig einen Deutschkurs.	I regularly attend a German course.				
der Kursleiter / -in, - / -innen	course leader	Kursleiter	der			Die Kursleiterin geht mit unserem Kurs manchmal in den Computerraum .	The trainer sometimes goes to the computer room with our course.				
die Kurve, -n	curve	Kurve	die			Fahr bitte nicht so schnell in die Kurven.	Please do not drive so fast in the curves.	Achtung. Das Stauende ist gleich hinter einer Kurve.	Danger. The jam end is just behind a bend.		
kurz	short	kurz				Ricardo hat kurze Haare.	Ricardo has short hair.	Kann ich Sie kurz sprechen?	Can I talk to you briefly?	Kurz vor 8 Uhr hat das Telefon geklingelt.	"Shortly before 8 o'clock the telephone rang."
