ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Position
189607,Manuel Schäffler,33,Germany,67,67,Dynamo Dresden,65000000,400000,ST
224424,Richard Neudecker,25,Germany,67,70,Saarbrücken,1300000,300000,CM
247976,Cătălin Căbuz,26,Romania,67,72,Chindia Târgovişte,1200000,200000,GK
251560,Billy Mitchell,21,England,67,75,Millwall,2300000,400000,CM
255400,Anton Tanghe,23,Belgium,67,75,KV Oostende,2100000,400000,CB
258728,José Manuel Fontán Mondragón,22,Spain,67,76,Go Ahead Eagles,2100000,600000,CB
194216,Antonio Mazzotta,32,Italy,67,67,Bari 1908,70000000,200000,LB
201129,Tomáš Přikryl,29,Czech Republic,67,67,Jagiellonia Białystok,1000000,400000,RM
222889,Lucas Acevedo,30,Argentina,67,67,Colón,82500000,500000,CB
252073,Filip Bilbija,22,Germany,67,77,Hamburger SV,2300000,500000,LW
222378,Lucas Suárez,27,Argentina,67,68,Talleres Córdoba,1000000,500000,CB
239018,Junio Ricardo da Rocha,25,Brazil,67,70,Rio Ave,1200000,300000,RB
207531,Stefan Thesker,31,Germany,67,67,Holstein Kiel,70000000,600000,CB
223147,Julius Biada,29,Germany,67,67,Saarbrücken,1000000,300000,CAM
232107,Eric Oelschlägel,26,Germany,67,70,FC Emmen,1000000,300000,GK
201132,Rafał Janicki,29,Poland,67,67,Górnik Zabrze,85000000,300000,CB
251052,Cristian Neguț,26,Romania,67,68,Chindia Târgovişte,1200000,200000,RM
229037,Borja Valle Balonga,29,Spain,67,67,FC Cartagena,1000000,400000,ST
240045,Ivan Ljubić,25,Austria,67,69,Sturm Graz,1300000,700000,CAM
175789,Birkir Bjarnason,34,Iceland,67,67,Adana Demirspor,47500000,700000,CAM
190637,Igor Armaș,34,Moldova,67,67,Voluntari,32500000,500000,CB
212398,Karol Angielski,26,Poland,67,69,Sivasspor,1300000,700000,ST
234158,Alimami Gory,25,France,67,68,Paris,1200000,400000,LM
255150,Niels Nkounkou,21,France,67,76,Cardiff City,2200000,800000,LB
223663,Blair Spittal,26,Scotland,67,68,Motherwell,1200000,300000,RM
239023,Ben Wiles,23,England,67,73,Rotherham United,1600000,600000,CM
252079,Manuel Fuster Lázaro,24,Spain,67,69,Albacete,1300000,300000,LM
255151,Simon Ngapandouetnbu,19,Cameroon,67,75,Olympique Marseille,1900000,400000,GK
264880,Loum Tchaouna,18,France,67,78,Dijon,2100000,600000,RW
269744,Rui Jorge Monteiro Mendes,22,Portugal,67,73,FC Emmen,1600000,300000,RM
244400,Kemal Ademi,26,Switzerland,67,70,Sandhausen,1300000,400000,ST
246704,Elías Rafn Ólafsson,22,Iceland,67,76,Midtjylland,2000000,600000,GK
188336,Alessandro Tuia,32,Italy,67,67,Lecce,65000000,600000,CB
261040,Bogdan Racovițan,22,Romania,67,75,Raków Częstochowa,2100000,400000,CB
200113,Florian Jozefzoon,31,Suriname,67,67,RKC Waalwijk,85000000,400000,RW
228017,Yuning Zhang,25,China PR,67,70,Beijing Guoan,1400000,700000,ST
230321,Rafael Simão de Aseiro Vieira,30,Brazil,67,67,São Paulo,67500000,900000,GK
251057,Octavian Vâlceanu,25,Romania,67,72,Petrolul 52,1200000,300000,GK
259249,Caden Clark,19,United States,67,84,New York RB,2600000,800000,CAM
265650,Saúl Basilio Coco Bassey Oubiña,23,Equatorial Guinea,67,78,Las Palmas,2100000,300000,CB
271538,Osher Davida,21,Israel,67,76,Standard Liège,2300000,500000,RW
213170,Jae Yong Jeong,31,Korea Republic,67,67,Suwon,72500000,300000,CDM
224690,Ang Li,28,China PR,67,67,Shanghai SIPG,87500000,600000,CB
243378,Manuel Wintzheimer,23,Germany,67,73,Nürnberg,1600000,500000,ST
255154,Bogdan Milovanov,24,Ukraine,67,74,Arouca,1900000,200000,RB
204211,Paul Papp,32,Romania,67,67,Universitatea Craiova,65000000,500000,CB
212915,Pyeong Gook Yun,30,Korea Republic,67,68,Pohang Steelers,77500000,200000,GK
236467,Felix Götze,24,Germany,67,70,Rot-Weiss Essen,1300000,700000,CDM
189619,Korey Smith,31,England,67,67,Derby County,82500000,300000,CM
258227,Clemente Montes,21,Chile,67,81,Universidad Católica,2500000,300000,LW
258483,Dan Neil,20,England,67,80,Sunderland,2300000,400000,CDM
258484,Gabriele Ferrarini,22,Italy,67,74,Monza,2000000,1200000,RB
262581,Stanko Jurić,25,Croatia,67,71,Parma,1300000,200000,CDM
227509,Elías Már Ómarsson,27,Iceland,67,68,Nîmes,1200000,300000,ST
229045,Aboubakary Kanté,27,Gambia,67,67,Huesca,1100000,400000,ST
230325,Leandro Fabiano Pestanha Días,26,Brazil,67,67,Cuiabá,97500000,600000,CB
235957,Jordy Gaspar,25,France,67,71,Grenoble Foot 38,1300000,200000,RB
256949,Albert Grønbæk,21,Denmark,67,78,Bodø / Glimt,2300000,200000,CM
243894,Basil Stillhart,28,Switzerland,67,68,St. Gallen,97500000,400000,CDM
253878,Eduardo Fereira,21,Venezuela,67,77,Casa Pia,2200000,200000,RWB
189110,Paul Hanlon,32,Scotland,67,67,Hibernian,65000000,300000,CB
199351,Mike Wunderlich,36,Germany,67,67,Kaiserslautern,32500000,400000,CAM
231863,Yan Dhanda,23,England,67,73,Ross County,1600000,300000,CAM
233911,José Joaquín Matos García,27,Spain,67,68,Burgos,1100000,300000,LB
199353,Marc Rzatkowski,32,Germany,67,67,DSC Arminia Bielefeld,80000000,700000,CM
210361,Bruno Godeau,30,Belgium,67,67,Gent,82500000,700000,CB
224185,Clint Leemans,26,Netherlands,67,68,Viborg,1200000,500000,CM
224953,André Campos Moreira,26,Portugal,67,72,Grasshopper,1200000,400000,GK
229817,Rene Swete,32,Austria,67,67,Hartberg,50000000,300000,GK
244921,Sergio Moreno Martínez,23,Spain,67,74,Osasuna,2100000,700000,ST
245689,Erick Ferigra,23,Ecuador,67,78,Paços de Ferreira,2100000,300000,CB
246457,Cyril Ngonge,22,Belgium,67,72,FC Groningen,1600000,300000,RM
207546,Dong Woon Shim,32,Korea Republic,67,67,Seongnam,80000000,200000,CAM
218298,Saturnin Allagbé,28,Benin,67,68,Dijon,80000000,200000,GK
236474,Mustapha Bundu,25,Sierra Leone,67,70,FC Andorra,1300000,700000,RM
257978,Sambou Soumano,21,Senegal,67,76,AS Eupen,2300000,600000,ST
202171,Josh Williams,34,United States,67,67,Columbus Crew,32500000,300000,CB
228283,Ramazan Civelek,26,Turkey,67,70,Kayserispor,1200000,600000,RB
214972,Federico Bravo,28,Argentina,67,67,Antofagasta,90000000,300000,CDM
181436,Damien Marcq,33,France,67,67,Sporting Charleroi,50000000,500000,CDM
206269,Laurent Jans,29,Luxembourg,67,67,Waldhof Mannheim,90000000,200000,RB
223933,Gustaf Nilsson,25,Sweden,67,71,Union Saint-Gilloise,1400000,600000,ST
233917,Dereck Kutesa,24,Switzerland,67,73,Servette,1600000,600000,RW
250813,Leo Greiml,20,Austria,67,80,Schalke 04,2300000,600000,CB
262334,Dirk Proper,20,Netherlands,67,75,NEC,2100000,300000,CDM
176062,Sacha Kljestan,36,United States,67,67,LA Galaxy,32500000,200000,CM
246974,Diogo dos Santos Cabral,23,Portugal,67,74,Santa Clara,1900000,200000,RB
254142,Joe Bell,23,New Zealand,67,72,Brøndby,1400000,400000,CDM
230079,Aldo Kalulu,26,France,67,70,Sochaux,1300000,300000,ST
241344,Liyu Yang,25,China PR,67,69,Guangzhou Evergrande,1300000,400000,RM
248000,Eduard Pap,28,Romania,67,69,Botoşani,87500000,300000,GK
250816,Anis Mehmeti,21,Albania,67,78,Wycombe Wanderers,2300000,300000,LW
193728,David Wotherspoon,32,Canada,67,67,St. Johnstone,80000000,300000,CM
231105,Alexandre Olliero,26,France,67,72,Pau,1200000,200000,GK
235201,Nicholas Siega,31,Italy,67,67,Südtirol,82500000,100000,CM
182209,Mark Beevers,32,England,67,67,Perth Glory,65000000,200000,CB
256705,Jan Elvedi,25,Switzerland,67,70,Jahn Regensburg,1200000,500000,CB
211394,Paolo Faragò,29,Italy,67,67,Como,1000000,200000,CM
215234,Ismael Quílez,32,Argentina,67,67,Huracán,70000000,500000,RB
248258,Cristián Zavala,22,Chile,67,74,Colo-Colo,2100000,300000,LW
251330,Vincent Müller,21,Germany,67,77,MSV Duisburg,2000000,200000,GK
240835,Edgar Elizalde,22,Uruguay,67,74,Independiente,2000000,400000,LB
190915,Kamil Wilczek,34,Poland,67,67,Piast Gliwice,50000000,400000,ST
216260,Fabio Kaufmann,29,Germany,67,67,Eintracht Braunschweig,1000000,600000,RM
222916,Josh Ginnelly,25,England,67,68,Hearts,1200000,300000,RW
232900,Christoph Monschein,29,Austria,67,67,Ried,1000000,500000,ST
242628,George Bello,20,United States,67,79,DSC Arminia Bielefeld,2300000,400000,LB
201925,Kevin Kraus,29,Germany,67,67,Kaiserslautern,85000000,500000,CB
225734,CJ Hamilton,27,Republic of Ireland,67,67,Blackpool,1100000,500000,LM
231110,Patrick Erras,27,Germany,67,68,Holstein Kiel,1000000,600000,CDM
237254,Kévin Denkey,21,Togo,67,76,Cercle Brugge,2300000,500000,ST
241094,Rigoberto Rivas,23,Honduras,67,72,Reggina,1500000,100000,LW
243398,Christopher Braun,30,Germany,67,67,CFR Cluj,87500000,600000,RB
187334,Linus Hallenius,33,Sweden,67,67,GIF Sundsvall,65000000,200000,ST
262343,Stephen Quemper,29,France,67,67,Guingamp,90000000,300000,LB
222407,David Goldar Gómez,27,Spain,67,68,UD Ibiza,1000000,300000,CB
205256,Kévin Boli,31,Côte d'Ivoire,67,67,Botoşani,70000000,400000,CB
212680,Jordan Jones,27,Northern Ireland,67,67,Kilmarnock,1100000,500000,LM
216265,Uche Ikpeazu,27,Uganda,67,68,Konyaspor,1200000,700000,ST
229065,Branislav Niňaj,28,Slovakia,67,69,Sepsi,1000000,500000,CB
240329,Berkan Taz,23,Germany,67,73,Waldhof Mannheim,1600000,200000,CAM
250825,Ryan Longman,21,England,67,75,Hull City,2300000,500000,RW
251337,José Alejandro Suárez Suárez,29,Spain,67,68,Las Palmas,95000000,300000,CB
18122,Nicolas Penneteau,41,France,67,67,Reims,11000000,300000,GK
238282,Mamadou Coulibaly,23,Senegal,67,76,Ternana,2300000,800000,CM
243402,Lisandro Pedro Varela Semedo,26,Cape Verde Islands,67,68,Radomiak Radom,1200000,200000,RM
243914,Efkan Bekiroglu,26,Germany,67,68,Alanyaspor,1200000,700000,CM
204492,Pascal Breier,30,Germany,67,67,Hansa Rostock,97500000,500000,LM
244940,Emir Karic,25,Austria,67,69,Darmstadt 98,1200000,600000,LB
246732,Aké Loba,24,Côte d'Ivoire,67,72,Nashville SC,1600000,300000,ST
205005,Lukáš Droppa,33,Czech Republic,67,67,Voluntari,50000000,500000,CDM
259533,Francisco González,21,Argentina,67,81,Newell's Old Boys,2500000,500000,LW
231886,Alex Muyl,26,United States,67,67,Nashville SC,1100000,300000,RM
209359,Brandon O'Neill,28,Australia,67,67,Newcastle Jets,90000000,100000,CDM
230351,Silas Antonaldo Taffarel Araújo,30,Brazil,67,67,Corinthians,97500000,1000000,CM
235215,Giovanni Crociata,24,Italy,67,71,Südtirol,1500000,400000,CM
247503,Boris Sekulić,30,Slovakia,67,67,Chicago Fire,87500000,300000,RB
220624,Lucas Acosta,27,Argentina,67,71,Sarmiento,1100000,500000,GK
235728,Warren O'Hora,23,Republic of Ireland,67,74,Milton Keynes Dons,1900000,400000,CB
262353,Gustavo Sangaré,25,Burkina Faso,67,72,Quevilly Rouen,1400000,200000,CDM
235729,David Bates,25,Scotland,67,72,Mechelen,1300000,500000,CB
177105,Patrick Ebert,35,Germany,67,67,İstanbulspor,40000000,400000,CM
251089,Maciej Domański,31,Poland,67,67,Stal Mielec,85000000,200000,CAM
227794,Calvin Verdonk,25,Netherlands,67,70,NEC,1200000,400000,LB
186578,Andy King,33,Wales,67,67,Bristol City,62500000,1200000,CM
181971,Bowen Huang,34,China PR,67,67,Guangzhou Evergrande,35000000,300000,CDM
271572,Alessandro Fontanarosa,19,Italy,67,84,Inter,2500000,800000,CB
207828,Cole Stockton,28,England,67,67,Morecambe,1000000,400000,ST
223188,Şener Özbayraklı,32,Turkey,67,67,İstanbul Başakşehir,70000000,1100000,RB
224724,Tayfur Bingöl,29,Turkey,67,67,Beşiktaş,90000000,700000,LB
246740,Guillaume Dietsch,21,France,67,75,RFC Seraing,2000000,200000,GK
255700,Alex Timossi Andersson,21,Sweden,67,78,SC Heerenveen,2300000,200000,RM
255956,Joel Waterman,26,Canada,67,70,Montreal Impact,1200000,300000,CB
266453,Gonçalo Oscar Albuquerque Borges,21,Portugal,67,82,Porto,2500000,300000,RM
210389,Brad Smith,28,Australia,67,67,DC United,92500000,300000,LWB
219605,Cristian Cuevas,27,Chile,67,67,Universidad Católica,1100000,400000,LW
169941,André Filipe Alves Monteiro,34,Portugal,67,67,Rio Ave,47500000,400000,RM
243925,Morten Behrens,25,Germany,67,70,Waldhof Mannheim,1000000,500000,GK
271318,Carlos Miguel Pereira Fernandes,31,Portugal,67,67,Casa Pia,72500000,200000,CDM
244438,Youba Diarra,24,Mali,67,73,Salzburg,1500000,700000,CDM
202199,George Long,28,England,67,69,Millwall,87500000,400000,GK
269271,Filip Stanković,20,Serbia,67,78,FC Volendam,1900000,800000,GK
182743,Thorsten Kirschbaum,35,Germany,67,67,Jahn Regensburg,11000000,200000,GK
271576,José Carlos Natário Ferreira,20,Portugal,67,81,Vitória SC,2300000,200000,RWB
236248,Ben Woodburn,22,Wales,67,74,Preston North End,2100000,1000000,LM
240856,Bilal Bayazit,23,Netherlands,67,77,Kayserispor,2000000,400000,GK
204761,Grant Hall,30,England,67,67,Rotherham United,82500000,900000,CB
206553,Simon Falette,30,Guinea,67,67,Hatayspor,82500000,500000,CB
231129,Axel Rodríguez,25,Argentina,67,70,Patronato,1400000,600000,ST
223962,Rodney Kongolo,24,Netherlands,67,72,Cosenza,1400000,100000,CDM
176346,Chul Soon Choi,35,Korea Republic,67,67,Jeonbuk Motors,32500000,300000,RB
260826,Rodrigo Cabral,21,Argentina,67,78,Huracán,2300000,400000,LM
229851,Ali Al Bulayhi,32,Saudi Arabia,67,67,Al Hilal,65000000,1100000,CB
238043,Abdulrahman Al Obud,27,Saudi Arabia,67,67,Al Ittihad,1100000,1200000,RM
240859,Juan Berrocal González,22,Spain,67,76,SD Eibar,2100000,300000,CB
243675,Kjell Scherpen,22,Netherlands,67,78,Vitesse,2000000,1200000,GK
253147,Toni Datković,28,Croatia,67,68,FC Cartagena,97500000,300000,CB
256731,Jean-Philippe Krasso,24,Côte d'Ivoire,67,72,Saint-Étienne,1600000,300000,ST
262620,Sergio Antonio Da Luz Junior,27,Brazil,67,67,Giresunspor,1100000,500000,RM
214748,Álvaro Madrid,27,Chile,67,67,Everton,1100000,200000,CM
230365,S. Jefferson Espinho Sobri,26,Brazil,67,67,Cuiabá,1100000,600000,CM
245981,Dong Hyun Kim,25,Korea Republic,67,72,Gangwon,1400000,300000,CDM
262622,Mamadou Diarra,24,Senegal,67,70,Grenoble Foot 38,1200000,200000,CB
268510,Mattia Maita,27,Italy,67,67,Bari 1908,1100000,200000,CM
216286,Jeppe Andersen,29,Denmark,67,67,Hammarby,1000000,300000,CM
239838,Mirko Antonucci,23,Italy,67,74,Cittadella,2000000,100000,CAM
176094,Przemysław Tytoń,35,Poland,67,67,FC Twente,11000000,200000,GK
190430,Joe Bennett,32,England,67,67,Wigan Athletic,70000000,400000,LB
199647,Piotr Wlazło,33,Poland,67,67,Stal Mielec,50000000,200000,CDM
214495,Elvis Mosquera,31,Colombia,67,67,América de Cali,75000000,100000,LB
238559,Sebastian Mai,28,Germany,67,68,MSV Duisburg,97500000,300000,CB
202464,Jordan Clark,28,England,67,67,Luton Town,1000000,1200000,CM
223968,Vaso Vasić,32,Serbia,67,67,Luzern,50000000,400000,GK
230624,Umut Nayir,29,Turkey,67,67,Ümraniyespor,1000000,600000,ST
247264,Ayumu Seko,22,Japan,67,75,Grasshopper,2100000,400000,CB
258784,Carlo Boukhalfa,23,Germany,67,75,St. Pauli,2300000,600000,CAM
198625,Scott Bain,30,Scotland,67,67,Celtic,67500000,1200000,GK
208865,Jimmy Roye,33,France,67,67,Laval,50000000,200000,CDM
239841,Vassilios Lampropoulos,32,Greece,67,67,VfL Bochum 1848,65000000,800000,CB
233442,Jordi Osei-Tutu,23,England,67,73,VfL Bochum 1848,1600000,700000,RM
242658,Axel Björnström,26,Sweden,67,68,AIK,1100000,300000,LB
243170,Francisco Apaolaza,25,Argentina,67,72,Arsenal de Sarandi,1500000,500000,ST
229091,Bailey Peacock-Farrell,25,Northern Ireland,67,72,Burnley,1200000,1000000,GK
237539,Luther Singh,24,South Africa,67,69,Chaves,1300000,800000,LW
240611,Dru Yearwood,22,England,67,75,New York RB,2300000,300000,CM
235236,Issam Jebali,30,Tunisia,67,67,OB,97500000,500000,CAM
185316,Thomas Rogne,32,Norway,67,67,Helsingborg,65000000,100000,CB
254692,Ebrima Colley,22,Gambia,67,75,Fatih Karagümrük,2300000,1400000,RW
190180,Ryan McGowan,32,Australia,67,67,St. Johnstone,65000000,300000,CB
258788,Giuseppe Caso,23,Italy,67,73,Frosinone,1600000,100000,ST
206053,Davide Marsura,28,Italy,67,67,Modena,1000000,200000,LW
212453,Germán Parreño Boix,29,Spain,67,69,UD Ibiza,85000000,200000,GK
225509,Aaron Collins,25,Wales,67,69,Bristol Rovers,1300000,400000,ST
229605,Callum Connolly,24,England,67,72,Blackpool,1400000,400000,RB
245733,Hendrik Weydandt,26,Germany,67,67,Hannover 96,1100000,1000000,ST
239078,Stefan Schimmer,28,Germany,67,67,Heidenheim,1000000,900000,ST
242919,Tayyip Sanuç,22,Turkey,67,76,Beşiktaş,2100000,1200000,CB
192231,Joe Edwards,31,England,67,67,Plymouth Argyle,75000000,500000,RWB
257767,Andrea D'Errico,30,Italy,67,67,Bari 1908,97500000,200000,CM
270824,Arthur de Oliveira Sales,19,Brazil,67,77,Paços de Ferreira,2200000,200000,ST
230888,Aiden O'Neill,23,Australia,67,72,Melbourne City,1400000,400000,CDM
238056,Julien Masson,24,France,67,72,Valenciennes,1400000,200000,CDM
248040,Adrian Rus,26,Romania,67,72,Pisa,1300000,200000,CB
184040,Martin Hansen,32,Denmark,67,67,OB,50000000,400000,GK
251880,Ștefan Baiaram,19,Romania,67,79,Universitatea Craiova,2400000,400000,LW
253416,Raúl García de Haro,21,Spain,67,77,Mirandés,2300000,600000,ST
255464,Simen Bolkan Nordli,22,Norway,67,75,Aalesund,2300000,200000,LM
198633,Antony Iannarilli,31,Italy,67,67,Ternana,55000000,100000,GK
224489,Ertuğrul Ersoy,25,Turkey,67,70,Gaziantep F.K.,1200000,600000,CB
260841,Denis Kolinger,28,Croatia,67,69,CFR Cluj,1000000,600000,CB
263914,Eiran Cashin,20,Republic of Ireland,67,77,Derby County,2100000,200000,CB
229610,Robin Becker,25,Germany,67,71,Dynamo Dresden,1300000,300000,RB
236010,Christián Herc,23,Slovakia,67,74,Grasshopper,2000000,400000,CM
236522,Enrico Brignola,22,Italy,67,75,Cosenza,2300000,200000,CAM
255210,Anis Slimane,21,Tunisia,67,73,Brøndby,1600000,400000,CAM
260842,Lukas Engel,23,Denmark,67,73,Silkeborg,1500000,300000,LB
265195,Elias Jelert,19,Denmark,67,78,København,2100000,400000,RB
205291,Herman Stengel,26,Norway,67,68,Strømsgodset,1200000,200000,CM
220139,Sammie Szmodics,26,Republic of Ireland,67,68,Blackburn Rovers,1200000,1400000,CAM
246763,Ki-Jana Hoever,20,Netherlands,67,79,PSV,2300000,1500000,RB
259563,Daan Rots,20,Netherlands,67,75,FC Twente,2200000,400000,RW
213228,Samuel Asamoah,28,Togo,67,67,U Craiova 1948,90000000,500000,CDM
223212,Oğulcan Çağlayan,26,Turkey,67,68,Giresunspor,1200000,1900000,RM
237548,Oussama Haddadi,30,Tunisia,67,67,SpVgg Greuther Fürth,82500000,400000,CB
248812,Yaw Ackah,23,Ghana,67,71,Kayserispor,1300000,500000,CDM
201965,Simon Thern,29,Sweden,67,67,IFK Göteborg,1000000,200000,CM
155885,Aiden McGeady,36,Republic of Ireland,67,67,Hibernian,32500000,200000,LM
238317,Charles Rigon Matos,26,Brazil,67,70,Midtjylland,1300000,900000,CM
239853,Mirlind Kryeziu,25,Kosovo,67,69,Zürich,1100000,600000,CB
210926,Abdullah Ateef,29,Saudi Arabia,67,67,Al Hilal,87500000,1200000,CDM
224238,William Boyle,26,England,67,69,Huddersfield Town,1100000,700000,CB
242670,Toni Domgjoni,23,Kosovo,67,74,Vitesse,2000000,500000,CM
216815,Flávio da Silva Ramos,28,Brazil,67,69,Paços de Ferreira,1000000,400000,CB
225519,Nicolás Contin,26,Argentina,67,70,Gimnasia La Plata,1300000,700000,ST
232431,Ljuban Crepulja,28,Croatia,67,67,Rapid Bucuresti,90000000,400000,CDM
264176,Kevin Villodres Medina,21,Spain,67,77,Gil Vicente,2300000,300000,LM
269296,Geoffray Durbant,30,France,67,67,Laval,1000000,300000,ST
213488,Daniel De Silva,25,Australia,67,68,Macarthur,1200000,200000,LW
173040,Alexandre Bonnet,35,France,67,67,Quevilly Rouen,42500000,200000,LM
200433,Lukas Hinterseer,31,Austria,67,67,Hansa Rostock,85000000,600000,ST
218353,Aaron Appindangoye,30,Gabon,67,67,Sivasspor,82500000,600000,CB
229361,Iker Undabarrena,27,Spain,67,68,Leganés,1200000,500000,CM
243185,Przemysław Wiśniewski,23,Poland,67,73,Venezia,1500000,200000,CB
258289,Juan Sforza,20,Argentina,67,81,Newell's Old Boys,2400000,400000,CM
262898,Jason Ceka,22,Germany,67,72,Magdeburg,1600000,500000,RW
211954,Tobias Schröck,29,Germany,67,67,Ingolstadt,85000000,300000,CB
243442,Emanuel Aiwu,21,Austria,67,77,Cremonese,2100000,300000,CB
244210,Jaime Suárez Juesas,25,Spain,67,72,Real Oviedo,1500000,400000,CM
252146,Enric Franquesa Dolz,25,Spain,67,71,Levante,1300000,400000,LB
270067,Rodrigo Miguel Forte Paes Martins,23,Portugal,67,73,Estoril,1600000,300000,LW
208115,Leonard Zuta,29,North Macedonia,67,67,Vålerenga,90000000,200000,LB
211955,Ulrich Taffertshofer,30,Germany,67,67,Erzgebirge Aue,85000000,200000,CDM
247027,Ruan Gregório Teixeira,27,Brazil,67,68,Orlando City,1100000,300000,RB
183795,Georg Margreitter,33,Austria,67,67,Grasshopper,47500000,500000,CB
244212,Patryk Sokołowski,27,Poland,67,68,Legia Warszawa,1000000,400000,CDM
256501,Enzo Roldán,21,Argentina,67,76,Unión Santa Fe,2300000,400000,CM
193013,James Shea,31,England,67,67,Luton Town,55000000,900000,GK
208630,Dominik Furman,29,Poland,67,67,Wisła Płock,1000000,300000,CM
238070,Jamie Cumming,22,England,67,76,Milton Keynes Dons,2000000,1700000,GK
260086,Alejandro Millán Iranzo,22,Spain,67,74,Famalicão,2100000,1000000,ST
198135,Darryl Lachman,32,Curacao,67,67,Perth Glory,65000000,200000,CB
208631,Filip Starzyński,31,Poland,67,67,Zagłębie Lubin,85000000,400000,CAM
211703,Marc Schnatterer,36,Germany,67,67,Waldhof Mannheim,32500000,200000,LM
223223,Kévin Vandendriessche,32,France,67,67,Kortrijk,80000000,500000,CM
229367,Stephen Humphrys,24,England,67,71,Hearts,1500000,400000,ST
232695,Franco Sbuttoni,33,Argentina,67,67,Central Cordoba SdE,47500000,500000,CB
245751,Hassan Tombakti,23,Saudi Arabia,67,76,Al Shabab,2100000,900000,CB
251895,Shawn Adewoye,22,Belgium,67,75,RKC Waalwijk,2100000,200000,CB
263672,Elias Achouri,23,Tunisia,67,75,Viborg,2300000,400000,RW
230136,Jordan Thompson,25,Northern Ireland,67,72,Stoke City,1500000,900000,CM
258040,Giannis Papanikolaou,23,Greece,67,74,Raków Częstochowa,2000000,400000,CM
259576,Braian Aguirre,21,Argentina,67,76,Lanús,2200000,400000,RB
223737,Peter Leeuwenburgh,28,Netherlands,67,68,FC Groningen,80000000,300000,GK
235513,Silvère Ganvoula,26,Congo,67,70,VfL Bochum 1848,1300000,900000,ST
258041,Hugo Novoa Ramos,19,Spain,67,80,RB Leipzig,2400000,1000000,ST
259065,Arnau Tenas Ureña,21,Spain,67,81,FC Barcelona,2200000,1600000,GK
222970,Erhun Öztümer,31,England,67,67,Adana Demirspor,85000000,700000,CAM
224250,Damian Roßbach,29,Germany,67,68,Hansa Rostock,95000000,500000,CB
235514,Saeed Al Rubaie,28,Saudi Arabia,67,68,Al Shabab,97500000,1100000,CB
244474,Mihai Bordeianu,30,Romania,67,67,CFR Cluj,85000000,600000,CDM
227835,Tesfaldet Tekie,25,Sweden,67,71,Go Ahead Eagles,1400000,300000,CM
235771,Tom Lowery,24,England,67,72,Portsmouth,1500000,400000,CM
189691,David Ball,32,England,67,67,Wellington Phoenix,82500000,200000,ST
263676,Roberto Fernández Jaén,20,Spain,67,78,FC Barcelona,2300000,300000,ST
210940,Simone Perilli,27,Italy,67,69,Hellas Verona,92500000,700000,GK
221692,Colby Bishop,25,England,67,70,Portsmouth,1400000,500000,ST
224252,Patrick Pflücke,25,Germany,67,70,Servette,1300000,700000,LW
235516,Rami Kaib,25,Tunisia,67,70,SC Heerenveen,1200000,300000,LWB
248572,Pedro David Brazão Teixeira,19,Portugal,67,79,Famalicão,2400000,200000,RM
259068,Ibrahima Kébé,21,Mali,67,75,Girona,2300000,600000,CM
202749,Oh Gyu Kim,33,Korea Republic,67,67,Jeju United,47500000,300000,CB
248061,Cristi Bărbuț,27,Romania,67,67,Sepsi,1100000,500000,RM
190461,Björn Bergmann Sigurðarson,31,Iceland,67,67,Molde,85000000,300000,ST
208894,Filip Bednarek,29,Poland,67,67,Lech Poznań,70000000,300000,GK
233214,Vladislavs Gutkovskis,27,Latvia,67,68,Raków Częstochowa,1200000,500000,ST
239614,Jesús Areso Blanco,22,Spain,67,76,Burgos,2200000,700000,RB
193278,Chris Mavinga,31,Congo DR,67,67,Toronto,70000000,300000,CB
212735,Enzo Basilio,27,France,67,67,Guingamp,77500000,200000,GK
220671,Federico Melchiorri,35,Italy,67,67,Perugia,42500000,100000,ST
228863,Tobias Heintz,23,Norway,67,71,Sarpsborg 08,1500000,200000,LM
230143,Kastriot Dermaku,30,Albania,67,67,Lecce,82500000,600000,CB
231167,Rodrigo Saracho,28,Argentina,67,69,Barracas Central,87500000,300000,GK
235519,Ibrahim Drešević,25,Kosovo,67,74,Fatih Karagümrük,1900000,700000,CB
252927,Massimo Bertagnoli,23,Italy,67,74,Brescia,2000000,200000,CM
214784,Jorge Pereyra Díaz,31,Argentina,66,66,Mumbai City,72500000,100000,CF
221696,Tommy McNamara,31,United States,66,66,New England,70000000,300000,CM
225536,Rezan Corlu,24,Denmark,66,71,Lyngby,1300000,300000,CAM
238336,Joe Rankin-Costello,22,England,66,75,Blackburn Rovers,1800000,1000000,RWB
243200,Samuele Mulattieri,21,Italy,66,76,Frosinone,1900000,100000,ST
247040,Orest Lebedenko,23,Ukraine,66,73,Lugo,1600000,200000,LB
204033,Nicky Devlin,28,Scotland,66,66,Livingston,77500000,200000,RB
269569,Jan Gorenc,22,Slovenia,66,72,AS Eupen,1200000,300000,CB
212481,René Klingenburg,28,Germany,66,67,Kaiserslautern,82500000,400000,CDM
216833,Jeroen Houwen,26,Netherlands,66,70,Vitesse,92500000,400000,GK
245249,Manuel Insaurralde,23,Argentina,66,73,Gimnasia La Plata,1700000,400000,CM
202754,Cornel Râpă,32,Romania,66,66,Cracovia Kraków,60000000,300000,RWB
204034,Alexis Sauvage,30,France,66,66,Laval,57500000,100000,GK
216834,Manuel Perez,31,France,66,66,Grenoble Foot 38,60000000,200000,CDM
